"AGE","AGE_ADJUSTED_RATE","CRUDE_RATE","EVENT_TYPE","RACE","SEX","SITE","YEAR","COUNT","POPULATION"
"0-19",0.3,0.3,"Mortality","Hispanic","Male and Female","Acute Myeloid","2001",43,14285254
"0-19",0.3,0.3,"Mortality","Hispanic","Male and Female","Acute Myeloid","2002",45,14767953
"0-19",0.3,0.3,"Mortality","Hispanic","Male and Female","Acute Myeloid","2003",41,15251518
"0-19",0.3,0.3,"Mortality","Hispanic","Male and Female","Acute Myeloid","2004",41,15764205
"0-19",0.3,0.3,"Mortality","Hispanic","Male and Female","Acute Myeloid","2005",43,16307339
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Acute Myeloid","2006",37,16889181
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Acute Myeloid","2007",37,17494568
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Acute Myeloid","2008",40,18080565
"0-19",0.3,0.3,"Mortality","Hispanic","Male and Female","Acute Myeloid","2009",54,18607683
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Acute Myeloid","2010",47,19019618
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Acute Myeloid","2011",44,19247240
"0-19",0.3,0.3,"Mortality","Hispanic","Male and Female","Acute Myeloid","2012",51,19420439
"0-19",0.3,0.3,"Mortality","Hispanic","Male and Female","Acute Myeloid","2013",56,19601173
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Acute Myeloid","2013-2017",231,100193630
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Acute Myeloid","2014",31,19800092
"0-19",0.3,0.3,"Mortality","Hispanic","Male and Female","Acute Myeloid","2015",53,20030646
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Acute Myeloid","2016",38,20278636
"0-19",0.3,0.3,"Mortality","Hispanic","Male and Female","Acute Myeloid","2017",53,20483083
"0-19",2.7,2.7,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","1999",358,13184646
"0-19",3,3,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2000",412,13791615
"0-19",3,2.9,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2001",418,14285254
"0-19",2.9,2.9,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2002",421,14767953
"0-19",3,3,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2003",452,15251518
"0-19",2.8,2.8,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2004",437,15764205
"0-19",2.7,2.6,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2005",432,16307339
"0-19",2.4,2.4,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2006",406,16889181
"0-19",2.6,2.6,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2007",453,17494568
"0-19",2.6,2.6,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2008",473,18080565
"0-19",2.5,2.5,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2009",463,18607683
"0-19",2.3,2.3,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2010",436,19019618
"0-19",2.5,2.5,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2011",483,19247240
"0-19",2.5,2.5,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2012",485,19420439
"0-19",2.3,2.3,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2013",447,19601173
"0-19",2.3,2.3,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2013-2017",2301,100193630
"0-19",2.3,2.3,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2014",447,19800092
"0-19",2.2,2.2,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2015",436,20030646
"0-19",2.4,2.4,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2016",489,20278636
"0-19",2.4,2.4,"Mortality","Hispanic","Male and Female","All Cancer Sites Combined","2017",482,20483083
"0-19",0.3,0.3,"Mortality","Hispanic","Male and Female","Bones and Joints","1999",40,13184646
"0-19",0.3,0.3,"Mortality","Hispanic","Male and Female","Bones and Joints","2000",40,13791615
"0-19",0.3,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2001",35,14285254
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2002",32,14767953
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2003",34,15251518
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2004",36,15764205
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2005",38,16307339
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2006",36,16889181
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2007",31,17494568
"0-19",0.3,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2008",45,18080565
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2009",35,18607683
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2010",42,19019618
"0-19",0.3,0.3,"Mortality","Hispanic","Male and Female","Bones and Joints","2011",49,19247240
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2012",37,19420439
"0-19",0.3,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2013",49,19601173
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2013-2017",220,100193630
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2014",39,19800092
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2015",46,20030646
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2016",47,20278636
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Bones and Joints","2017",39,20483083
"0-19",0.6,0.6,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","1999",81,13184646
"0-19",0.7,0.7,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2000",100,13791615
"0-19",0.5,0.6,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2001",79,14285254
"0-19",0.6,0.6,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2002",90,14767953
"0-19",0.7,0.7,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2003",103,15251518
"0-19",0.7,0.6,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2004",102,15764205
"0-19",0.6,0.6,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2005",101,16307339
"0-19",0.5,0.5,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2006",92,16889181
"0-19",0.5,0.5,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2007",94,17494568
"0-19",0.6,0.6,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2008",106,18080565
"0-19",0.6,0.6,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2009",119,18607683
"0-19",0.5,0.5,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2010",97,19019618
"0-19",0.6,0.6,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2011",122,19247240
"0-19",0.6,0.6,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2012",117,19420439
"0-19",0.6,0.6,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2013",121,19601173
"0-19",0.6,0.6,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2013-2017",623,100193630
"0-19",0.7,0.7,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2014",137,19800092
"0-19",0.6,0.6,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2015",120,20030646
"0-19",0.6,0.6,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2016",115,20278636
"0-19",0.6,0.6,"Mortality","Hispanic","Male and Female","Brain and Other Nervous System","2017",130,20483083
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","1999",NA,13184646
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2000",NA,13791615
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2001",NA,14285254
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2002",NA,14767953
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2003",NA,15251518
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2004",NA,15764205
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2005",NA,16307339
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2006",NA,16889181
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2007",NA,17494568
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2008",NA,18080565
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2009",NA,18607683
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2010",NA,19019618
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2011",NA,19247240
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2012",NA,19420439
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2013",NA,19601173
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2013-2017",NA,100193630
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2014",NA,19800092
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2015",NA,20030646
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2016",NA,20278636
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Hodgkin Lymphoma","2017",NA,20483083
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","1999",NA,13184646
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2000",NA,13791615
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2001",NA,14285254
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2002",NA,14767953
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2003",NA,15251518
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2004",NA,15764205
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2005",NA,16307339
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2006",NA,16889181
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2007",NA,17494568
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2008",NA,18080565
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2009",NA,18607683
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2010",NA,19019618
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2011",NA,19247240
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2012",NA,19420439
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2013",NA,19601173
"0-19",0,0,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2013-2017",43,100193630
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2014",NA,19800092
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2015",NA,20030646
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2016",NA,20278636
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Kidney and Renal Pelvis","2017",NA,20483083
"0-19",1.1,1.1,"Mortality","Hispanic","Male and Female","Leukemia","1999",141,13184646
"0-19",1.1,1.1,"Mortality","Hispanic","Male and Female","Leukemia","2000",155,13791615
"0-19",1.3,1.3,"Mortality","Hispanic","Male and Female","Leukemia","2001",187,14285254
"0-19",1.1,1.1,"Mortality","Hispanic","Male and Female","Leukemia","2002",164,14767953
"0-19",1.1,1.1,"Mortality","Hispanic","Male and Female","Leukemia","2003",172,15251518
"0-19",1.2,1.2,"Mortality","Hispanic","Male and Female","Leukemia","2004",183,15764205
"0-19",1,1,"Mortality","Hispanic","Male and Female","Leukemia","2005",165,16307339
"0-19",0.8,0.8,"Mortality","Hispanic","Male and Female","Leukemia","2006",140,16889181
"0-19",1,1,"Mortality","Hispanic","Male and Female","Leukemia","2007",172,17494568
"0-19",0.9,0.9,"Mortality","Hispanic","Male and Female","Leukemia","2008",169,18080565
"0-19",0.9,0.9,"Mortality","Hispanic","Male and Female","Leukemia","2009",174,18607683
"0-19",0.9,0.9,"Mortality","Hispanic","Male and Female","Leukemia","2010",171,19019618
"0-19",0.9,0.9,"Mortality","Hispanic","Male and Female","Leukemia","2011",166,19247240
"0-19",0.9,0.9,"Mortality","Hispanic","Male and Female","Leukemia","2012",167,19420439
"0-19",0.8,0.8,"Mortality","Hispanic","Male and Female","Leukemia","2013",155,19601173
"0-19",0.8,0.8,"Mortality","Hispanic","Male and Female","Leukemia","2013-2017",777,100193630
"0-19",0.7,0.7,"Mortality","Hispanic","Male and Female","Leukemia","2014",138,19800092
"0-19",0.8,0.8,"Mortality","Hispanic","Male and Female","Leukemia","2015",158,20030646
"0-19",0.8,0.8,"Mortality","Hispanic","Male and Female","Leukemia","2016",157,20278636
"0-19",0.8,0.8,"Mortality","Hispanic","Male and Female","Leukemia","2017",169,20483083
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","1999",NA,13184646
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2000",NA,13791615
"0-19",0.1,0.1,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2001",17,14285254
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2002",NA,14767953
"0-19",0.1,0.1,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2003",20,15251518
"0-19",0.1,0.1,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2004",20,15764205
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2005",NA,16307339
"0-19",0.1,0.1,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2006",19,16889181
"0-19",0.1,0.1,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2007",20,17494568
"0-19",0.1,0.1,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2008",22,18080565
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2009",NA,18607683
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2010",NA,19019618
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2011",NA,19247240
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2012",NA,19420439
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2013",NA,19601173
"0-19",0.1,0.1,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2013-2017",60,100193630
"0-19",0.1,0.1,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2014",16,19800092
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2015",NA,20030646
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2016",NA,20278636
"0-19",NA,NA,"Mortality","Hispanic","Male and Female","Non-Hodgkin Lymphoma","2017",NA,20483083
"0-19",0.4,0.4,"Mortality","Hispanic","Male and Female","Other","1999",52,13184646
"0-19",0.5,0.5,"Mortality","Hispanic","Male and Female","Other","2000",74,13791615
"0-19",0.4,0.4,"Mortality","Hispanic","Male and Female","Other","2001",52,14285254
"0-19",0.5,0.5,"Mortality","Hispanic","Male and Female","Other","2002",81,14767953
"0-19",0.5,0.5,"Mortality","Hispanic","Male and Female","Other","2003",76,15251518
"0-19",0.4,0.4,"Mortality","Hispanic","Male and Female","Other","2004",58,15764205
"0-19",0.5,0.5,"Mortality","Hispanic","Male and Female","Other","2005",74,16307339
"0-19",0.4,0.5,"Mortality","Hispanic","Male and Female","Other","2006",77,16889181
"0-19",0.5,0.5,"Mortality","Hispanic","Male and Female","Other","2007",96,17494568
"0-19",0.4,0.5,"Mortality","Hispanic","Male and Female","Other","2008",83,18080565
"0-19",0.4,0.4,"Mortality","Hispanic","Male and Female","Other","2009",76,18607683
"0-19",0.4,0.4,"Mortality","Hispanic","Male and Female","Other","2010",76,19019618
"0-19",0.5,0.5,"Mortality","Hispanic","Male and Female","Other","2011",89,19247240
"0-19",0.5,0.5,"Mortality","Hispanic","Male and Female","Other","2012",106,19420439
"0-19",0.4,0.4,"Mortality","Hispanic","Male and Female","Other","2013",72,19601173
"0-19",0.4,0.4,"Mortality","Hispanic","Male and Female","Other","2013-2017",392,100193630
"0-19",0.4,0.4,"Mortality","Hispanic","Male and Female","Other","2014",86,19800092
"0-19",0.3,0.3,"Mortality","Hispanic","Male and Female","Other","2015",59,20030646
"0-19",0.5,0.5,"Mortality","Hispanic","Male and Female","Other","2016",93,20278636
"0-19",0.4,0.4,"Mortality","Hispanic","Male and Female","Other","2017",82,20483083
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","1999",24,13184646
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2000",26,13791615
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2001",31,14285254
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2002",27,14767953
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2003",35,15251518
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2004",25,15764205
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2005",30,16307339
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2006",30,16889181
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2007",28,17494568
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2008",34,18080565
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2009",35,18607683
"0-19",0.1,0.1,"Mortality","Hispanic","Male and Female","Soft Tissue","2010",27,19019618
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2011",31,19247240
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2012",32,19420439
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2013",33,19601173
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2013-2017",172,100193630
"0-19",0.1,0.1,"Mortality","Hispanic","Male and Female","Soft Tissue","2014",28,19800092
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2015",32,20030646
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2016",46,20278636
"0-19",0.2,0.2,"Mortality","Hispanic","Male and Female","Soft Tissue","2017",33,20483083
"0-19",0.3,0.3,"Mortality","White","Female","Acute Lymphocytic","1999",92,30457609
"0-19",0.4,0.4,"Mortality","White","Female","Acute Lymphocytic","2000",108,30581597
"0-19",0.3,0.3,"Mortality","White","Female","Acute Lymphocytic","2001",99,30623803
"0-19",0.4,0.4,"Mortality","White","Female","Acute Lymphocytic","2002",115,30657075
"0-19",0.3,0.3,"Mortality","White","Female","Acute Lymphocytic","2003",101,30694100
"0-19",0.3,0.3,"Mortality","White","Female","Acute Lymphocytic","2004",103,30751982
"0-19",0.3,0.3,"Mortality","White","Female","Acute Lymphocytic","2005",84,30762382
"0-19",0.3,0.3,"Mortality","White","Female","Acute Lymphocytic","2006",96,30795654
"0-19",0.3,0.3,"Mortality","White","Female","Acute Lymphocytic","2007",106,30861909
"0-19",0.3,0.3,"Mortality","White","Female","Acute Lymphocytic","2008",92,30907255
"0-19",0.3,0.3,"Mortality","White","Female","Acute Lymphocytic","2009",80,30878096
"0-19",0.3,0.3,"Mortality","White","Female","Acute Lymphocytic","2010",88,30774465
"0-19",0.3,0.3,"Mortality","White","Female","Acute Lymphocytic","2011",88,30612515
"0-19",0.2,0.2,"Mortality","White","Female","Acute Lymphocytic","2012",67,30455482
"0-19",0.2,0.2,"Mortality","White","Female","Acute Lymphocytic","2013",71,30336782
"0-19",0.2,0.2,"Mortality","White","Female","Acute Lymphocytic","2013-2017",323,150955518
"0-19",0.2,0.2,"Mortality","White","Female","Acute Lymphocytic","2014",58,30242797
"0-19",0.2,0.2,"Mortality","White","Female","Acute Lymphocytic","2015",68,30180981
"0-19",0.2,0.2,"Mortality","White","Female","Acute Lymphocytic","2016",72,30133506
"0-19",0.2,0.2,"Mortality","White","Female","Acute Lymphocytic","2017",54,30061452
